FREQ,Frequenza,REF_AREA,Territorio,DATA_TYPE,Indicatore,COICOP,Coicop (DESC),HOUSEHOLD_TYPOLOGY,Tipologia famigliare,Anno,Spesa media,OBS_STATUS,'Stato dell"'osservazione',NOTE_REF_AREA,Territorio (NOTE_REF_AREA),NOTE_DATA_TYPE,Indicatore (NOTE_DATA_TYPE),NOTE_COICOP,Coicop (DESC) (NOTE_COICOP),NOTE_HOUSEHOLD_TYPOLOGY,Tipologia familiare (NOTE_HOUSEHOLD_TYPOLOGY),NOTE_TIME_PERIOD,Tempo,BASE_PER,Anno base,UNIT_MEAS,Unità di misura,UNIT_MULT,Unità di moltiplicazione
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,HH,Totale famiglie,2008,462.33,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,HH,Totale famiglie,2009,445.67,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,HH,Totale famiglie,2010,448.85,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,HH,Totale famiglie,2011,459.57,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,HH,Totale famiglie,2012,447.12,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,HH,Totale famiglie,2013,439.39,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,HH,Totale famiglie,2014,436.06,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,HH,Totale famiglie,2015,441.5,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,HH,Totale famiglie,2016,447.96,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,HH,Totale famiglie,2017,457.12,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,HH,Totale famiglie,2018,461.7,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,HH,Totale famiglie,2019,464.27,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,HH,Totale famiglie,2020,467.56,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,HH,Totale famiglie,2021,469.91,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,1997,195.93,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,1998,198.99,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,1999,203.75,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2000,189.43,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2001,207.6,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2002,207.75,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2003,227.03,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2004,228.25,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2005,224.77,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2006,233.13,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2007,243.59,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2008,235.76,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2009,242.03,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2010,251.97,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2011,258.18,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2012,261.89,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2013,251.46,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2014,244.65,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2015,229.36,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2016,252.08,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2017,233.54,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2018,254.57,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2019,251.79,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2020,272.05,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_18_34,Persona sola 18-34 anni,2021,265.63,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,1997,225.26,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,1998,225.06,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,1999,220.18,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2000,222.69,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2001,221,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2002,239.89,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2003,239.41,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2004,244.08,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2005,258.95,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2006,265.72,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2007,264.96,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2008,274.85,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2009,265.32,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2010,277.86,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2011,278.32,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2012,289.25,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2013,276.49,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2014,270.42,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2015,276.93,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2016,287.32,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2017,292.83,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2018,280.08,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2019,300.24,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2020,295.7,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_35_64,Persona sola 35-64 anni,2021,312.97,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,1997,180.52,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,1998,187.22,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,1999,181.43,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2000,190.23,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2001,192.56,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2002,200.32,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2003,217.01,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2004,218.45,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2005,230.62,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2006,234.54,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2007,234.27,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2008,245.26,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2009,239.42,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2010,247.01,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2011,255.67,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2012,259.6,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2013,267.64,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2014,284.03,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2015,285.76,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2016,301.38,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2017,304.32,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2018,295.2,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2019,304.9,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2020,304.89,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,SMB_GE65,Persona sola 65 anni o più,2021,302.17,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,1997,300.5,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,1998,281.88,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,1999,288.15,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2000,317.1,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2001,321.59,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2002,316.75,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2003,327.43,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2004,356.35,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2005,344.96,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2006,373.9,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2007,368.13,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2008,339.76,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2009,368.11,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2010,372.45,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2011,365.24,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2012,362.29,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2013,373.62,,,,,,,,,,,,,,,,,,
A,Annuale,IT,Italia,SPESA_MEDIA,Spesa media mensile familiare (in euro correnti),01,-- prodotti alimentari e bevande analcoliche,COUP_WH_C_PR18_34,Coppia senza figli con persona di riferimento 18-34 anni,2014,331.77,,,,,,,,,,,,,,,,,,
